respnum,ccgid,runid,intdate,day,gate,barea,strata,peak,method,saq,airline,destination,flight,airline_code,dest_code,destgeo,destmark,arrtime,deptime,howlong,q2purp1,q2purp2,q2purp3,q3getto1,q3getto2,q3getto3,q3park,q4bags,q4store,q4food,q4wifi,q5timesflown,q5firsttime,q6longuse,q7art,q7food,q7store,q7sign,q7walkway,q7screens,q7infodown,q7infoup,q7wifi,q7roads,q7park,q7airtrain,q7ltparking,q7rental,q7all,q8suggest1,q8suggest2,q8suggest3,q8suggest4,q8suggest5,q9boarding,q9airtrain,q9rental,q9food,q9restroom,q9all,q9com1,q9com2,q9com3,q10safe,q10com1,q10com2,q10com3,q11tsapre,q12precheckrate,q12com1,q12com2,q12com3,q13county,q13getrate,q14find,q14passthru,q15problem,q15com1,q15com2,q15com3,netpro,q17live,q18city,q18state,q18zip,q18country,home,q20age,q21gender,q22income,q23fly,q24sjc,q24oak,lang,weight,promoter,netpro_type
64,730,295,17,4,58,D,1,2,1,1,AMERICAN,LOS ANGELES,6043,8,34,1,4,5:00:00,07:00:00,120,2,,,2,,,,2,2,2,2,1,1,4,5,5,6,5,6,4,6,6,6,4,6,6,6,6,4,3,,,,,4,6,6,4,4,4,0,,,4,0,,,1,5,2,,,7,4,5,4,2,,,,8,3,GREENWOOD,IN,46143.0,US,11,6,1,1,2,1,2,1,1.0380333333333334,1,2
65,731,295,17,4,58,D,1,2,1,1,AMERICAN,LOS ANGELES,6043,8,34,1,4,6:00:00,07:00:00,60,1,,,4,,,,2,2,1,2,6,2,4,5,5,5,5,5,5,6,6,3,4,6,4,6,4,4,18,,,,,5,4,4,4,4,4,0,,,5,16,,,1,4,19,,,6,5,5,5,2,,,,9,1,SAN CARLOS,CA,94070.0,US,2,5,1,4,1,1,2,1,1.0380333333333334,1,2
66,732,295,17,4,58,D,1,2,1,1,AMERICAN,LOS ANGELES,6043,8,34,1,4,5:00:00,07:00:00,120,1,,,9,,,,1,1,2,2,1,1,4,4,4,5,4,5,4,3,3,4,4,6,2,6,3,4,74,,,,,4,3,3,4,4,4,0,,,3,6,,,1,3,4,,,6,5,4,3,2,,,,8,3,JUPITER,FL,33469.0,US,12,6,1,1,1,2,2,1,1.0380333333333334,1,2
67,733,295,17,4,58,D,1,2,1,2,AMERICAN,LOS ANGELES,6043,8,34,1,4,5:00:00,07:00:00,120,1,,,5,,,,2,2,2,2,3,1,3,4,4,4,3,4,4,4,4,3,2,3,3,6,6,4,0,,,,,5,5,5,5,5,5,0,,,5,0,,,1,4,0,,,5,4,4,4,2,,,,8,3,MIAMI,FL,33064.0,US,12,4,1,4,1,2,2,1,1.0380333333333334,1,2
68,734,295,17,4,58,D,1,2,1,2,AMERICAN,LOS ANGELES,6043,8,34,1,4,6:00:00,07:00:00,60,1,,,1,,,4,2,2,1,1,5,1,4,5,5,5,5,5,5,5,5,5,3,3,6,6,6,4,0,,,,,5,6,6,5,5,5,0,,,5,0,,,2,,,,,5,5,5,5,2,,,,10,3,MALIBU,CA,90265.0,US,10,5,1,4,1,1,1,1,1.0380333333333334,1,2
69,735,295,17,4,58,D,1,2,1,2,AMERICAN,LOS ANGELES,6043,8,34,1,4,5:10 AM,07:00:00,110,1,,,2,,,,2,2,2,2,4,1,2,4,4,4,5,5,4,4,4,5,4,4,5,6,4,4,0,,,,,5,5,4,4,5,5,0,,,5,0,,,1,4,4,,,5,5,4,4,2,,,,9,1,SOUTH SAN FRANCISCO,CA,94080.0,US,2,6,1,4,2,2,2,1,1.0380333333333334,1,2
70,736,295,17,4,58,D,1,2,1,2,AMERICAN,LOS ANGELES,6043,8,34,1,4,5:30 AM,07:00:00,90,3,,,5,,,,1,2,1,1,2,1,3,5,5,5,5,5,5,5,5,5,5,6,6,6,6,5,0,,,,,5,6,6,5,5,5,0,,,5,0,,,1,1,2,,,5,5,5,5,2,,,,10,3,PANAJI,,,INDIA,16,6,1,4,3,2,2,1,1.0380333333333334,1,2
71,737,295,17,4,58,D,1,2,1,2,AMERICAN,LOS ANGELES,6043,8,34,1,4,5:30 AM,07:00:00,90,2,,,5,,,,2,2,1,2,5,1,2,4,4,4,4,4,3,3,3,4,3,6,4,6,6,4,0,,,,,5,3,6,4,4,4,0,,,4,0,,,1,5,1,,,5,5,4,5,2,,,,10,1,SAN FRANCISCO,CA,94109.0,US,1,3,2,3,1,2,1,1,1.0380333333333334,1,2
72,738,295,17,4,58,D,1,2,1,2,AMERICAN,LOS ANGELES,6043,8,34,1,4,5:50 AM,07:00:00,70,1,,,3,,,,2,2,1,2,3,1,1,3,3,2,3,3,3,3,3,4,3,6,6,6,6,3,51,151.0,,,,4,6,6,2,3,3,0,,,3,0,,,2,,,,,11,6,4,2,2,,,,5,3,,,,CHINA,16,3,2,3,2,2,2,3,1.0380333333333334,0,1
73,739,295,17,4,58,D,1,2,1,2,AMERICAN,LOS ANGELES,6043,8,34,1,4,N,07:00:00,N,3,,,2,,,,1,2,2,2,3,1,4,4,4,4,5,5,5,3,4,1,2,2,4,6,6,4,0,,,,,5,5,6,4,4,4,0,,,5,0,,,1,5,0,,,6,3,4,4,2,,,,9,1,MILLBRAE,CA,94030.0,US,2,6,2,2,2,2,2,4,1.0380333333333334,1,2
74,740,295,17,4,58,D,1,2,1,2,AMERICAN,LOS ANGELES,6043,8,34,1,4,N,07:00:00,N,4,,,2,,,,1,1,1,1,1,2,1,3,4,2,3,4,3,3,3,4,6,6,4,6,6,4,0,,,,,4,4,6,4,4,4,0,,,4,16,,,2,,,,,7,4,4,4,2,,,,8,3,TOKYO,,,JAPAN,16,4,1,1,2,2,2,1,1.0380333333333334,1,2
75,750,303,17,4,41,C,1,1,1,1,DELTA,SALT LAKE CITY,2554,15,54,1,2,8:00:00,10:20:00,140,2,,,5,,,,2,2,2,2,2,1,2,2,2,2,5,5,5,4,4,4,3,4,4,3,3,4,62,,,,,4,4,4,4,4,4,0,,,4,3,,,2,,,,,1,4,5,5,2,,,,8,1,UNION CITY,CA,94587.0,US,3,4,2,2,2,1,2,1,1.3045777777777778,1,2
76,751,303,17,4,41,C,1,1,1,1,DELTA,SALT LAKE CITY,2554,15,54,1,2,7:30 AM,10:20:00,170,1,,,5,,,,2,2,1,1,3,2,3,2,2,3,3,3,3,2,2,3,2,3,2,3,3,3,3,6.0,,,,2,2,6,2,2,2,0,,,3,11,,,2,,,,,3,3,3,3,2,,,,6,3,SALT LAKE CITY,UT,84115.0,US,10,4,2,3,2,2,2,1,1.3045777777777778,0,1
77,752,303,17,4,41,C,1,1,1,1,DELTA,SALT LAKE CITY,2554,15,54,1,2,8:15 AM,10:20:00,125,2,,,2,,,,1,1,1,2,1,1,2,2,2,2,2,2,3,3,3,3,4,3,3,4,4,3,31,32.0,14.0,,,4,4,3,3,4,4,0,,,3,11,,,2,,,,,5,4,3,3,2,,,,7,1,SAN FRANCISCO,CA,94110.0,US,1,5,1,3,2,1,1,1,1.3045777777777778,1,2
78,753,303,17,4,41,C,1,1,1,1,DELTA,SALT LAKE CITY,2554,15,54,1,2,8:00:00,10:20:00,140,1,,,5,,,,2,1,1,2,4,1,4,3,3,3,4,4,4,3,3,3,4,4,3,3,4,4,102,,,,,4,4,4,4,4,4,0,,,4,4,,,2,,,,,6,4,4,4,2,,,,7,1,BURLINGAME,CA,94010.0,US,2,5,1,3,1,2,2,1,1.3045777777777778,1,2
79,754,303,17,4,41,C,1,1,1,2,DELTA,SALT LAKE CITY,2554,15,54,1,2,8:15 AM,10:20:00,125,3,,,2,,,,1,2,1,2,1,1,4,5,4,6,4,6,4,6,6,6,5,6,6,6,6,4,0,,,,,4,6,6,6,6,4,0,,,5,0,,,2,,,,,5,4,4,4,2,,,,8,3,MERIDIAN,ID,83642.0,US,10,5,2,4,2,1,2,1,1.3045777777777778,1,2
80,755,303,17,4,41,C,1,1,1,2,DELTA,SALT LAKE CITY,2554,15,54,1,2,8:30 AM,10:20:00,110,2,,,2,,,,1,1,2,1,1,2,1,4,4,4,4,4,4,4,4,5,3,6,6,6,6,4,0,,,,,4,6,6,6,4,4,0,,,5,0,,,2,,,,,5,4,5,5,2,,,,10,3,LIVERPOOL,,,UK,15,5,2,4,2,2,2,1,1.3045777777777778,1,2
81,784,296,17,4,58,D,1,1,1,1,AMERICAN,DALLAS-FT. WORTH,1164,8,15,3,4,5:15 AM,08:00:00,165,1,,,4,,,,1,1,1,2,2,1,2,4,4,4,5,4,3,6,6,5,6,6,6,6,6,4,1,3.0,,,,5,6,6,5,4,5,0,,,4,6,,,1,5,1,,,6,5,5,5,2,,,,10,3,DALLAS,TX,75033.0,US,11,5,2,3,2,2,2,1,1.0380333333333334,1,2
82,719,294,17,4,45,C,1,2,1,1,AMERICAN,CHARLOTTE,704,8,11,2,4,4:00:00,06:00:00,120,6,,,4,,,,2,2,1,2,2,1,1,6,3,6,4,6,6,6,6,6,4,6,4,6,6,4,11,,,,,4,6,6,4,4,4,0,,,3,12,,,2,,,,,5,5,5,4,2,,,,6,3,ATLANTA,GA,30173.0,US,12,5,1,2,2,2,2,1,1.0380333333333334,0,1
83,756,303,17,4,41,C,1,1,1,2,DELTA,SALT LAKE CITY,2554,15,54,1,2,8:15 AM,10:20:00,125,2,,,9,,,,1,2,1,2,2,1,3,6,3,3,4,6,4,6,6,6,3,6,3,6,3,3,58,,,,,3,3,3,6,4,3,0,,,3,6,,,2,,,,,9,2,4,4,2,,,,7,3,POLSON,MT,59860.0,US,10,4,2,4,2,2,1,1,1.3045777777777778,1,2
84,757,303,17,4,41,C,1,1,1,2,DELTA,SALT LAKE CITY,2554,15,54,1,2,9:00:00,10:20:00,80,2,,,5,,,,2,1,1,2,3,1,4,3,3,4,4,4,4,6,6,6,3,3,3,6,3,4,0,,,,,5,5,5,4,4,4,0,,,4,1,,,1,5,1,,,5,5,5,5,2,,,,10,3,SALT LAKE CITY,UT,84660.0,US,10,6,1,4,2,1,2,1,1.3045777777777778,1,2
85,785,296,17,4,58,D,1,1,1,1,AMERICAN,DALLAS-FT. WORTH,1164,8,15,3,4,6:50 AM,08:00:00,70,1,,,6,,,,2,1,1,2,3,1,3,5,4,4,5,5,5,4,4,5,6,6,5,6,6,4,3,,,,,5,5,6,5,5,4,0,,,5,3,,,1,4,4,,,1,4,5,5,2,,,,10,3,DALLAS,TX,75218.0,US,11,6,1,3,2,2,2,1,1.0380333333333334,1,2
86,720,294,17,4,45,C,1,2,1,1,AMERICAN,CHARLOTTE,704,8,11,2,4,3:30 AM,06:00:00,150,3,,,2,,,,2,2,2,1,1,1,4,5,5,5,5,5,5,6,6,5,5,6,6,6,6,5,1,,,,,5,6,6,6,5,5,0,,,5,1,,,2,,,,,34,5,5,5,2,,,,10,3,MERCED,CA,95341.0,US,10,4,2,3,2,1,1,1,1.0380333333333334,1,2
87,758,303,17,4,41,C,1,1,1,2,DELTA,SALT LAKE CITY,2554,15,54,1,2,9:00:00,10:20:00,80,2,,,3,,,,2,1,2,1,1,2,1,5,6,5,5,5,5,6,6,5,6,6,6,6,6,5,0,,,,,4,6,6,6,5,5,0,,,5,16,,,2,,,,,11,5,5,6,2,,,,10,3,SPANISH FORK,UT,84660.0,US,10,3,2,2,2,2,2,1,1.3045777777777778,1,2
88,721,294,17,4,45,C,1,2,1,1,AMERICAN,CHARLOTTE,704,8,11,2,4,4:30 AM,06:00:00,90,3,,,2,,,,1,2,2,2,2,1,2,5,5,5,5,5,5,5,5,6,5,6,6,6,6,5,1,,,,,5,6,6,5,5,5,0,,,5,16,,,1,2,4,,,9,5,5,4,2,,,,10,3,CALHOUN,GA,30701.0,US,12,3,1,2,2,2,1,1,1.0380333333333334,1,2
89,759,303,17,4,41,C,1,1,1,2,DELTA,SALT LAKE CITY,2554,15,54,1,2,8:45 AM,10:20:00,95,2,,,2,,,,2,1,2,2,4,1,4,5,5,5,5,5,5,5,5,5,5,6,6,6,6,5,1,,,,,5,6,6,5,5,5,1,,,5,0,,,1,5,0,,,6,3,5,5,2,,,,10,1,DALY CITY,CA,94015.0,US,2,7,2,2,1,2,2,1,1.3045777777777778,1,2
90,722,294,17,4,45,C,1,2,1,1,AMERICAN,CHARLOTTE,704,8,11,2,4,3:45 AM,06:00:00,135,1,,,5,,,,1,2,2,2,1,1,4,3,4,4,5,4,4,6,6,6,6,6,6,6,6,4,1,22.0,,,,5,6,6,4,5,4,0,,,4,11,,,1,1,1,,,5,5,5,5,2,,,,10,3,CHARLOTTESVILLE,VA,22932.0,US,12,4,2,4,1,2,2,1,1.0380333333333334,1,2
91,723,294,17,4,45,C,1,2,1,2,AMERICAN,CHARLOTTE,704,8,11,2,4,4:30 AM,06:00:00,90,3,,,1,,,4,1,1,2,2,3,1,4,5,4,4,4,4,4,6,6,6,3,4,6,6,6,4,0,,,,,4,6,6,4,5,4,0,,,5,0,,,1,5,2,,,9,5,5,4,2,,,,9,1,ROHNERT PARK,CA,94928.0,US,7,6,1,2,2,1,1,1,1.0380333333333334,1,2
92,760,303,17,4,41,C,1,1,1,2,DELTA,SALT LAKE CITY,2554,15,54,1,2,8:45 AM,10:20:00,95,5,,,2,,,,1,2,2,1,1,2,1,6,6,6,5,6,5,6,6,5,5,6,6,6,6,5,0,,,,,5,6,6,6,5,5,0,,,5,0,,,2,,,,,6,4,5,4,2,,,,9,3,MANILA,,,PHILIPPINES,16,6,2,1,2,2,2,1,1.3045777777777778,1,2
93,724,294,17,4,45,C,1,2,1,2,AMERICAN,CHARLOTTE,704,8,11,2,4,4:20 AM,06:00:00,100,1,,,2,,,,1,2,1,2,4,1,4,4,3,3,3,4,4,2,3,2,2,4,4,2,4,4,0,,,,,4,4,4,4,4,4,0,,,4,0,,,2,,,,,1,5,5,4,2,,,,8,1,ALAMEDA,CA,94501.0,US,3,4,1,4,3,2,1,1,1.0380333333333334,1,2
94,761,303,17,4,41,C,1,1,1,2,DELTA,SALT LAKE CITY,2554,15,54,1,2,8:20 AM,10:20:00,120,1,,,6,,,,2,2,1,1,1,2,1,6,3,6,5,4,5,6,6,3,6,6,5,6,6,4,11,,,,,5,5,6,5,4,5,0,,,5,0,,,2,,,,,5,5,5,5,2,,,,9,3,PROVO,UT,84606.0,US,10,3,1,2,2,2,2,1,1.3045777777777778,1,2
96,762,303,17,4,41,C,1,1,1,2,DELTA,SALT LAKE CITY,2554,15,54,1,2,8:10 AM,10:20:00,130,2,,,2,,,,1,1,2,2,1,2,1,5,6,4,5,5,5,5,5,5,5,6,6,6,6,5,0,,,,,5,6,6,6,5,5,0,,,5,0,,,2,,,,,5,4,5,5,2,,,,10,3,PAYSON,UT,84651.0,US,10,5,2,2,2,2,2,1,1.3045777777777778,1,2
97,726,294,17,4,45,C,1,2,1,2,AMERICAN,CHARLOTTE,704,8,11,2,4,4:45 AM,06:00:00,75,1,,,5,,,,2,2,2,2,5,1,4,5,3,3,5,5,3,2,2,1,5,5,5,6,5,4,0,,,,,5,5,5,5,3,4,0,,,2,0,,,2,,,,,6,5,5,5,2,,,,10,3,CAPE CORAL,FL,33991.0,US,12,4,1,2,1,1,1,1,1.0380333333333334,1,2
98,727,294,17,4,45,C,1,2,1,2,AMERICAN,CHARLOTTE,704,8,11,2,4,8:50:00,06:00:00,890,2,,,3,,,,1,0,1,1,1,1,4,4,3,4,4,4,3,4,4,5,6,6,6,6,6,4,0,,,,,4,6,6,3,3,3,0,,,4,0,,,2,,,,,11,6,4,4,2,,,,8,3,,,,,99,5,4,0,4,2,2,1,1.0380333333333334,1,2
99,728,294,17,4,45,C,1,2,1,2,AMERICAN,CHARLOTTE,704,8,11,2,4,2:30 AM,06:00:00,210,3,,,1,,,0,1,2,2,3,1,2,0,3,6,6,4,3,4,4,4,6,3,3,6,4,6,4,8,,,,,4,6,6,6,4,4,0,,,4,0,,,3,,,,,34,0,3,3,2,,,,9,3,MERCED,CA,95341.0,US,10,4,2,2,2,2,2,1,1.0380333333333334,1,2
100,729,294,17,4,45,C,1,2,1,2,AMERICAN,CHARLOTTE,704,8,11,2,4,4:15 AM,06:00:00,105,3,,,2,,,,1,1,2,1,3,2,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,,,,,4,4,4,4,4,4,0,,,4,0,,,1,1,0,,,2,4,4,4,2,,,,8,1,RICHMOND,CA,94804.0,US,5,7,1,3,2,2,1,1,1.0380333333333334,1,2
101,741,288,16,3,92,G,1,3,1,1,AIR CANADA,MONTREAL,760,3,40,4,2,7:45 AM,09:30:00,105,3,,,2,,,,2,1,1,1,3,1,4,3,4,4,4,5,5,6,6,5,4,4,4,6,6,4,18,,,,,5,4,6,5,5,4,0,,,5,1,3.0,,2,,,,,1,2,3,5,2,,,,10,1,BERKELEY,CA,94704.0,US,3,2,1,1,2,2,1,1,0.2847177142857143,1,2
102,742,288,16,3,92,G,1,3,1,1,AIR CANADA,MONTREAL,760,3,40,4,2,7:30 AM,09:30:00,120,1,,,3,,,,1,2,2,2,1,2,1,5,3,6,2,4,6,6,6,6,6,6,6,6,6,4,103,,,,,5,6,6,5,5,5,0,,,3,11,,,2,,,,,11,5,3,3,2,,,,10,3,WELLINGTON,,,NEW ZEALAND,19,5,2,0,1,2,2,1,0.2847177142857143,1,2
103,743,288,16,3,92,G,1,3,1,1,AIR CANADA,MONTREAL,760,3,40,4,2,4:30 AM,09:30:00,300,3,,,2,,,,2,2,2,2,2,1,4,5,4,4,5,3,5,6,6,6,5,6,6,6,6,5,60,,,,,5,6,6,6,5,5,0,,,3,14,,,2,,,,,15,2,4,5,1,1.0,5.0,,10,2,MODESTO,CA,95355.0,US,10,7,2,2,2,2,2,1,0.2847177142857143,1,2
104,744,288,16,3,92,G,1,3,1,1,AIR CANADA,MONTREAL,760,3,40,4,2,6:00:00,09:30:00,210,1,,,5,,,,2,2,1,2,3,1,2,6,4,4,4,5,5,6,6,6,5,6,4,6,4,4,204,,,,,5,5,5,5,3,5,0,,,5,4,,,2,,,,,7,4,5,5,1,31.0,,,10,1,MOUNTAIN VIEW,CA,94041.0,US,4,3,1,4,2,2,2,1,0.2847177142857143,1,2
105,745,288,16,3,92,G,1,3,1,1,AIR CANADA,MONTREAL,760,3,40,4,2,7:00:00,09:30:00,150,2,,,6,,,,1,2,2,1,1,2,1,4,4,3,5,5,4,3,3,5,5,6,6,6,6,4,32,56.0,,,,5,6,6,5,5,5,0,,,4,4,,,2,,,,,5,5,4,5,1,5.0,,,9,3,QUEBEC CITY,QC,,CANADA,13,3,2,1,2,2,2,1,0.2847177142857143,1,2
106,746,288,16,3,92,G,1,3,1,2,AIR CANADA,MONTREAL,760,3,40,4,2,7:30 AM,09:30:00,120,3,,,8,,,,1,1,1,1,1,2,1,4,6,6,4,4,4,6,6,5,5,6,6,6,6,4,0,,,,,5,6,6,6,6,4,0,,,4,0,,,2,,,,,5,0,5,5,2,,,,9,3,OTTAWA,ON,,CANADA,13,7,1,2,2,2,2,1,0.2847177142857143,1,2
107,747,288,16,3,92,G,1,3,1,2,AIR CANADA,MONTREAL,760,3,40,4,2,7:00:00,09:30:00,150,3,,,2,,,,2,1,2,2,2,1,4,4,3,3,4,4,4,6,6,4,6,6,6,6,4,4,76,,,,,4,6,6,4,4,4,0,,,4,1,,,1,5,1,,,7,4,4,3,2,,,,9,1,LOS GATOS,CA,95032.0,US,4,7,1,4,2,1,2,1,0.2847177142857143,1,2
108,748,288,16,3,92,G,1,3,1,2,AIR CANADA,MONTREAL,760,3,40,4,2,7:00:00,09:30:00,150,3,,,2,,,,1,2,1,1,2,2,1,4,3,3,4,4,4,6,6,3,4,6,6,6,3,4,0,,,,,4,6,3,3,4,4,0,,,5,0,,,2,,,,,7,4,5,5,2,,,,9,3,OTTAWA,ON,,CANADA,13,3,1,2,2,1,2,1,0.2847177142857143,1,2
109,749,288,16,3,92,G,1,3,1,2,AIR CANADA,MONTREAL,760,3,40,4,2,7:15 AM,09:30:00,135,5,,,5,,,,2,2,1,1,1,1,3,3,3,3,3,4,4,3,3,5,4,6,6,4,6,4,0,,,,,5,6,6,5,5,5,0,,,3,6,,,2,,,,,1,2,5,5,2,,,,7,1,OAKLAND,CA,94605.0,US,3,4,4,2,2,4,1,1,0.2847177142857143,1,2
110,709,280,15,2,25,B,1,1,1,1,SOUTHWEST,BURBANK,1693,25,8,1,1,9:20,10:35:00,75,2,3.0,,2,,,,2,2,1,1,4,1,3,3,3,3,4,3,6,6,4,3,6,6,6,6,4,4,102,105.0,,,,4,6,6,3,4,4,0,,,5,16,,,2,,,,,5,3,5,5,2,,,,9,3,LOS ANGELES,CA,90036.0,US,10,3,2,2,2,2,1,1,1.1156485207100593,1,2
111,710,288,15,3,92,G,1,3,1,1,AIR CANADA,MONTREAL,760,3,40,4,2,8:35,09:30:00,55,2,,,5,,,,2,2,1,1,1,1,4,4,4,4,5,6,5,5,5,5,6,6,6,6,6,5,14,,,,,4,6,6,5,4,4,0,,,5,3,,,1,4,1,,,5,3,5,5,2,,,,10,3,PASADENA,CA,91106.0,US,10,6,2,4,2,2,2,1,0.2847177142857143,1,2
112,711,280,15,2,25,B,1,1,1,1,SOUTHWEST,BURBANK,1693,25,8,1,1,9:00:00,10:35:00,95,7,,,5,,,,1,2,1,2,3,1,4,4,4,6,5,5,5,6,6,5,5,6,6,6,4,5,22,109.0,,,,5,6,5,4,4,4,0,,,5,1,,,1,5,1,,,5,4,5,5,2,,,,10,3,VENTURA,CA,93003.0,US,10,7,1,4,2,2,2,1,1.1156485207100593,1,2
113,786,296,17,4,58,D,1,1,1,2,AMERICAN,DALLAS-FT. WORTH,1164,8,15,3,4,6:30 AM,08:00:00,90,3,,,5,,,,1,2,1,1,3,1,4,4,4,6,4,4,5,5,5,5,5,6,5,6,6,4,0,,,,,5,5,6,4,5,4,0,,,5,0,,,1,4,4,,,5,4,4,3,2,,,,8,1,SAN FRANCISCO,CA,94122.0,US,1,7,1,3,2,2,1,1,1.0380333333333334,1,2
114,787,296,17,4,58,D,1,1,1,2,AMERICAN,DALLAS-FT. WORTH,1164,8,15,3,4,5:55 AM,08:00:00,125,1,,,9,,,,1,1,2,1,1,2,1,5,5,5,5,5,5,5,5,5,5,6,5,6,5,5,0,,,,,5,5,5,6,6,5,0,,,5,1,,,1,5,1,,,5,5,5,5,2,,,,10,3,NEW ORLEANS,LA,70068.0,US,11,4,2,4,2,2,2,1,1.0380333333333334,1,2
115,712,280,15,2,25,B,1,1,1,1,SOUTHWEST,BURBANK,1693,25,8,1,1,9:50 AM,10:35:00,45,1,,,2,,,,2,1,1,2,4,1,4,6,3,3,4,6,4,6,6,3,4,5,6,6,2,4,72,74.0,,,,3,6,3,3,4,3,0,,,4,1,,,1,5,1,,,6,3,4,5,2,,,,8,1,PACIFICA,CA,94044.0,US,2,6,1,4,2,2,2,1,1.1156485207100593,1,2
116,788,296,17,4,58,D,1,1,1,2,AMERICAN,DALLAS-FT. WORTH,1164,8,15,3,4,6:10 AM,08:00:00,110,1,,,6,,,,2,2,1,2,3,1,3,4,0,4,5,5,5,4,4,6,3,6,5,6,6,4,0,,,,,5,5,6,5,5,5,0,,,4,3,,,2,,,,,2,4,5,5,2,,,,9,1,DISCOVERY BAY,CA,94565.0,US,5,7,1,4,2,2,1,1,1.0380333333333334,1,2
117,713,280,15,2,25,B,1,1,1,2,SOUTHWEST,BURBANK,1693,25,8,1,1,9:30 AM,10:35:00,65,0,,,2,,,,1,2,2,2,1,2,1,4,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,,,,,5,6,6,5,5,5,0,,,5,0,,,1,5,0,,,5,5,4,5,2,,,,10,3,ALTADENA,CA,91001.0,US,10,7,2,2,2,2,2,1,1.1156485207100593,1,2
118,789,296,17,4,58,D,1,1,1,2,AMERICAN,DALLAS-FT. WORTH,1164,8,15,3,4,6:30 AM,08:00:00,90,1,,,1,,,1,1,1,1,0,3,1,3,3,3,3,5,4,5,5,5,2,4,3,6,5,6,4,0,,,,,5,6,6,4,4,4,0,,,5,0,,,1,4,0,,,2,3,0,5,2,,,,10,1,,,,,90,4,1,2,2,4,1,1,1.0380333333333334,1,2
119,714,280,15,2,25,B,1,1,1,2,SOUTHWEST,BURBANK,1693,25,8,1,1,9:15 AM,10:35:00,80,3,,,1,,,4,2,2,2,1,6,1,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,,,5,5,5,5,5,5,0,,,4,0,,,2,,,,,6,5,5,5,2,,,,10,1,SAN BRUNO,CA,94066.0,US,2,4,1,3,3,2,1,1,1.1156485207100593,1,2
121,715,280,15,2,25,B,1,1,1,2,SOUTHWEST,BURBANK,1693,25,8,1,1,9:15 AM,10:35:00,80,1,,,1,,,4,2,2,1,1,4,1,4,3,4,4,4,4,4,6,6,4,3,4,3,6,6,4,0,,,,,3,6,6,4,4,4,0,,,4,0,,,1,5,0,,,5,3,5,4,2,,,,9,1,,,,,90,8,4,0,4,4,4,1,1.1156485207100593,1,2
122,791,296,17,4,58,D,1,1,1,2,AMERICAN,DALLAS-FT. WORTH,1164,8,15,3,4,5:35 AM,08:00:00,145,3,,,6,,,,1,1,2,1,4,1,2,5,4,4,4,5,4,4,5,5,4,5,4,5,4,5,1,,,,,5,4,5,5,4,5,0,,,5,4,,,2,,,,,1,4,5,5,2,,,,9,1,BERKELEY,CA,94704.0,US,3,3,1,1,2,4,1,2,1.0380333333333334,1,2
123,716,280,15,2,25,B,1,1,1,2,SOUTHWEST,BURBANK,1693,25,8,1,1,7:45 AM,10:35:00,170,1,,,5,,,,2,2,2,1,5,1,2,5,3,3,4,4,4,6,6,3,3,4,6,6,2,4,102,,,,,5,6,3,4,4,5,0,,,5,0,,,1,5,0,,,6,5,5,5,1,53.0,,,7,1,BURLINGAME,CA,94010.0,US,2,4,2,3,2,2,1,1,1.1156485207100593,1,2
124,717,280,15,2,25,B,1,1,1,2,SOUTHWEST,BURBANK,1693,25,8,1,1,8:45 AM,10:35:00,110,1,,,6,,,,1,2,1,2,3,1,4,3,4,3,5,4,5,6,6,3,6,6,3,6,6,5,0,,,,,5,5,6,4,4,4,4,,,4,13,,,1,5,1,2.0,,2,3,5,5,2,,,,10,1,MARTINEZ,CA,94553.0,US,5,5,4,1,2,1,1,1,1.1156485207100593,1,2
125,779,255,14,1,50,D,1,1,1,1,ALASKA,SEATTLE,311,7,60,1,4,6:00:00,08:27:00,147,2,,,5,,,,2,2,1,2,1,1,4,4,4,4,5,5,4,5,5,6,5,6,5,6,6,5,1,,,,,4,5,6,4,5,4,0,,,4,6,,,1,5,2,,,5,5,5,5,2,,,,10,3,SEATTLE,WA,98057.0,US,10,6,1,3,1,1,1,1,0.4937398809523809,1,2
126,718,280,15,2,25,B,1,1,1,2,SOUTHWEST,BURBANK,1693,25,8,1,1,9:00:00,10:35:00,95,6,,,5,,,,1,2,2,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,4,6,6,4,4,4,0,,,4,0,,,1,5,0,,,5,5,5,5,2,,,,8,3,STUDIO CITY,CA,91604.0,US,10,6,2,4,2,2,2,1,1.1156485207100593,1,2
127,780,255,14,1,50,D,1,1,1,1,ALASKA,SEATTLE,311,7,60,1,4,6:30 AM,08:27:00,117,2,,,2,,,,0,0,0,0,1,1,2,4,4,4,5,5,5,4,6,5,4,4,4,6,6,5,0,,,,,5,6,6,4,4,4,0,,,4,11,,,1,5,2,,,6,4,5,4,2,,,,9,3,KODIAK,AK,99615.0,US,10,2,1,0,2,2,2,1,0.4937398809523809,1,2
